日付,種別,個別ID,名前,原因
2018-05-21 00:42:51,装備アイテム,55656,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 00:42:51,艦娘,33462,潮 (Lv:1),艦娘の解体(装備解体)
2018-05-21 00:42:51,装備アイテム,55655,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 00:42:51,艦娘,33461,皐月 (Lv:1),艦娘の解体(装備解体)
2018-05-21 00:42:51,装備アイテム,55654,12cm単装砲,艦娘の解体(装備解体)
2018-05-21 00:42:51,艦娘,33460,時雨 (Lv:1),艦娘の解体(装備解体)
2018-05-21 00:42:51,装備アイテム,55653,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 00:42:51,艦娘,33446,那珂 (Lv:1),艦娘の解体(装備解体)
2018-05-21 00:42:51,装備アイテム,55628,14cm単装砲,艦娘の解体(装備解体)
2018-05-21 02:32:15,艦娘,33469,隼鷹 (Lv:1),近代化改修
2018-05-21 02:32:15,装備アイテム,55666,九六式艦戦,近代化改修
2018-05-21 02:32:15,装備アイテム,55667,九九式艦爆,近代化改修
2018-05-21 02:32:15,装備アイテム,55668,九七式艦攻,近代化改修
2018-05-21 02:32:15,艦娘,33478,利根 (Lv:1),近代化改修
2018-05-21 02:32:15,装備アイテム,55680,20.3cm連装砲,近代化改修
2018-05-21 02:32:15,装備アイテム,55681,零式水上偵察機,近代化改修
2018-05-21 02:32:15,艦娘,33471,扶桑 (Lv:1),近代化改修
2018-05-21 02:32:15,装備アイテム,55670,35.6cm連装砲,近代化改修
2018-05-21 02:32:15,装備アイテム,55671,15.2cm単装砲,近代化改修
2018-05-21 02:32:15,装備アイテム,55672,零式水上偵察機,近代化改修
2018-05-21 02:32:15,艦娘,33443,霧島 (Lv:1),近代化改修
2018-05-21 02:32:15,装備アイテム,55623,35.6cm連装砲,近代化改修
2018-05-21 02:32:15,装備アイテム,55624,15.2cm単装砲,近代化改修
2018-05-21 02:32:15,装備アイテム,55625,7.7mm機銃,近代化改修
2018-05-21 02:32:15,艦娘,33459,日向 (Lv:1),近代化改修
2018-05-21 02:32:15,装備アイテム,55650,35.6cm連装砲,近代化改修
2018-05-21 02:32:15,装備アイテム,55651,14cm単装砲,近代化改修
2018-05-21 02:32:15,装備アイテム,55652,零式水上偵察機,近代化改修
2018-05-21 03:31:34,艦娘,33476,那珂 (Lv:1),近代化改修
2018-05-21 03:31:34,装備アイテム,55678,14cm単装砲,近代化改修
2018-05-21 03:31:34,艦娘,33477,五十鈴 (Lv:1),近代化改修
2018-05-21 03:31:34,装備アイテム,55679,14cm単装砲,近代化改修
2018-05-21 03:32:19,艦娘,33473,伊58 (Lv:1),近代化改修
2018-05-21 03:32:19,艦娘,33479,巻雲 (Lv:1),近代化改修
2018-05-21 03:32:19,装備アイテム,55682,12.7cm連装砲,近代化改修
2018-05-21 03:32:19,装備アイテム,55683,25mm連装機銃,近代化改修
2018-05-21 03:33:03,艦娘,33483,白雪 (Lv:1),近代化改修
2018-05-21 03:33:03,装備アイテム,55691,12.7cm連装砲,近代化改修
2018-05-21 03:33:03,艦娘,33475,龍田 (Lv:1),近代化改修
2018-05-21 03:33:03,装備アイテム,55676,14cm単装砲,近代化改修
2018-05-21 03:33:03,装備アイテム,55677,7.7mm機銃,近代化改修
2018-05-21 03:34:00,艦娘,33485,川内 (Lv:1),近代化改修
2018-05-21 03:34:00,装備アイテム,55695,14cm単装砲,近代化改修
2018-05-21 03:34:00,装備アイテム,55696,零式水上偵察機,近代化改修
2018-05-21 03:34:00,艦娘,33480,球磨 (Lv:1),近代化改修
2018-05-21 03:34:00,装備アイテム,55684,14cm単装砲,近代化改修
2018-05-21 03:34:00,装備アイテム,55685,零式水上偵察機,近代化改修
2018-05-21 03:35:02,艦娘,33474,足柄 (Lv:1),近代化改修
2018-05-21 03:35:02,装備アイテム,55675,20.3cm連装砲,近代化改修
2018-05-21 03:35:53,艦娘,33470,摩耶 (Lv:1),近代化改修
2018-05-21 03:35:53,装備アイテム,55669,20.3cm連装砲,近代化改修
2018-05-21 04:12:49,艦娘,33495,不知火 (Lv:1),近代化改修
2018-05-21 04:12:49,装備アイテム,55713,12.7cm連装砲,近代化改修
2018-05-21 04:12:49,艦娘,33496,望月 (Lv:1),近代化改修
2018-05-21 04:12:49,装備アイテム,55714,12cm単装砲,近代化改修
2018-05-21 04:13:10,艦娘,33492,浦風 (Lv:1),近代化改修
2018-05-21 04:13:10,装備アイテム,55708,12.7cm連装砲,近代化改修
2018-05-21 04:13:10,装備アイテム,55709,九四式爆雷投射機,近代化改修
2018-05-21 04:13:10,艦娘,33468,深雪 (Lv:1),近代化改修
2018-05-21 04:13:10,装備アイテム,55665,12.7cm連装砲,近代化改修
2018-05-21 04:13:23,艦娘,33472,愛宕 (Lv:1),近代化改修
2018-05-21 04:13:23,装備アイテム,55673,20.3cm連装砲,近代化改修
2018-05-21 04:13:23,装備アイテム,55674,零式水上偵察機,近代化改修
2018-05-21 04:13:33,艦娘,33489,愛宕 (Lv:1),近代化改修
2018-05-21 04:13:33,装備アイテム,55702,20.3cm連装砲,近代化改修
2018-05-21 04:13:33,装備アイテム,55703,零式水上偵察機,近代化改修
2018-05-21 04:13:46,艦娘,33497,古鷹 (Lv:1),近代化改修
2018-05-21 04:13:46,装備アイテム,55715,20.3cm連装砲,近代化改修
2018-05-21 04:13:46,装備アイテム,55716,7.7mm機銃,近代化改修
2018-05-21 04:14:27,艦娘,33493,叢雲 (Lv:1),艦娘の解体(装備保管)
2018-05-21 04:14:27,装備アイテム,55710,12.7cm連装砲,艦娘の解体(装備保管)
2018-05-21 04:30:39,艦娘,33500,白雪 (Lv:1),艦娘の解体(装備解体)
2018-05-21 04:30:39,装備アイテム,55719,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 04:30:39,艦娘,33501,五月雨 (Lv:1),艦娘の解体(装備解体)
2018-05-21 04:30:39,装備アイテム,55721,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 04:38:01,装備アイテム,55686,12cm単装砲,装備の廃棄
2018-05-21 04:38:26,装備アイテム,55710,12.7cm連装砲,装備の廃棄
2018-05-21 04:38:33,装備アイテム,55711,12.7cm連装砲,装備の廃棄
2018-05-21 04:38:40,装備アイテム,55441,12.7cm連装砲,装備の廃棄
2018-05-21 04:39:52,装備アイテム,55687,7.7mm機銃,装備の廃棄
2018-05-21 04:39:58,装備アイテム,55275,7.7mm機銃,装備の廃棄
2018-05-21 04:40:03,装備アイテム,55314,7.7mm機銃,装備の廃棄
2018-05-21 04:41:31,装備アイテム,55706,14cm単装砲,装備の廃棄
2018-05-21 04:41:38,装備アイテム,55700,14cm単装砲,装備の廃棄
2018-05-21 04:41:45,装備アイテム,55726,20.3cm連装砲,装備の廃棄
2018-05-21 04:41:59,装備アイテム,55020,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:04,装備アイテム,55030,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:11,装備アイテム,55175,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:17,装備アイテム,55214,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:23,装備アイテム,55645,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:28,装備アイテム,55386,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:34,装備アイテム,55332,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:39,装備アイテム,55443,35.6cm連装砲,装備の廃棄
2018-05-21 04:42:50,装備アイテム,55445,12.7cm連装高角砲,装備の廃棄
2018-05-21 04:42:55,装備アイテム,55336,12.7cm連装高角砲,装備の廃棄
2018-05-21 04:43:01,装備アイテム,55253,15.2cm単装砲,装備の廃棄
2018-05-21 04:43:07,装備アイテム,55268,15.2cm単装砲,装備の廃棄
2018-05-21 04:43:12,装備アイテム,55274,15.2cm単装砲,装備の廃棄
2018-05-21 04:43:19,装備アイテム,55646,15.2cm単装砲,装備の廃棄
2018-05-21 04:43:19,装備アイテム,55285,15.2cm単装砲,装備の廃棄
2018-05-21 04:43:19,装備アイテム,55254,15.2cm単装砲,装備の廃棄
2018-05-21 04:43:28,装備アイテム,55444,15.5cm三連装副砲,装備の廃棄
2018-05-21 04:43:28,装備アイテム,55252,15.5cm三連装副砲,装備の廃棄
2018-05-21 04:43:28,装備アイテム,55246,15.5cm三連装副砲,装備の廃棄
2018-05-21 04:43:28,装備アイテム,55202,15.5cm三連装副砲,装備の廃棄
2018-05-21 04:44:03,装備アイテム,55727,61cm三連装魚雷,装備の廃棄
2018-05-21 04:44:25,装備アイテム,55432,九七式艦攻,装備の廃棄
2018-05-21 04:44:36,装備アイテム,55322,零式水上偵察機,装備の廃棄
2018-05-21 04:44:36,装備アイテム,55206,零式水上偵察機,装備の廃棄
2018-05-21 04:44:47,装備アイテム,55729,ドラム缶(輸送用),装備の廃棄
2018-05-21 11:02:48,艦娘,33514,足柄 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55745,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33513,北上 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55743,14cm単装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33512,神通 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55742,14cm単装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33511,長良 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55740,14cm単装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33510,雷 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55739,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33509,榛名 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55736,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55737,15.2cm単装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55738,7.7mm機銃,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33508,多摩 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55735,14cm単装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33507,加古 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55734,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33506,金剛 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55731,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55732,15.2cm単装砲,艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55733,7.7mm機銃,艦娘の解体(装備解体)
2018-05-21 11:02:48,艦娘,33505,摩耶 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:48,装備アイテム,55730,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33504,不知火 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55725,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33503,吹雪 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55723,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55724,61cm三連装魚雷,艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33502,初霜 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55722,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33499,若葉 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55718,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33498,不知火 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55717,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33494,陽炎 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33491,大井 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33490,千歳 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55704,12.7cm連装高角砲,艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33488,龍田 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,艦娘,33487,初雪 (Lv:1),艦娘の解体(装備解体)
2018-05-21 11:02:57,装備アイテム,55699,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:48:51,艦娘,33529,夕立 (Lv:1),近代化改修
2018-05-22 02:48:51,艦娘,33535,白露 (Lv:1),近代化改修
2018-05-22 02:49:03,艦娘,33524,響 (Lv:1),近代化改修
2018-05-22 02:49:03,装備アイテム,55765,12.7cm連装砲,近代化改修
2018-05-22 02:49:03,艦娘,33526,由良 (Lv:1),近代化改修
2018-05-22 02:49:03,装備アイテム,55768,14cm単装砲,近代化改修
2018-05-22 02:49:19,艦娘,33532,多摩 (Lv:1),近代化改修
2018-05-22 02:49:19,装備アイテム,55779,14cm単装砲,近代化改修
2018-05-22 02:49:19,艦娘,33533,由良 (Lv:1),近代化改修
2018-05-22 02:49:19,装備アイテム,55780,14cm単装砲,近代化改修
2018-05-22 02:49:35,艦娘,33481,睦月 (Lv:1),近代化改修
2018-05-22 02:49:35,艦娘,33534,天龍 (Lv:1),近代化改修
2018-05-22 02:49:35,装備アイテム,55781,14cm単装砲,近代化改修
2018-05-22 02:49:55,艦娘,33530,高雄 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55774,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55775,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33531,霧島 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55776,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55777,15.2cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55778,7.7mm機銃,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33527,伊勢 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55769,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55770,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55771,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33525,筑摩 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55766,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55767,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33523,日向 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55762,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55763,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55764,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33522,北上 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55760,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33521,比叡 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55757,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55758,15.2cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55759,7.7mm機銃,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33520,比叡 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55754,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55755,15.2cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55756,7.7mm機銃,艦娘の解体(装備解体)
2018-05-22 02:49:55,艦娘,33519,伊勢 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55751,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55752,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:49:55,装備アイテム,55753,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 02:50:05,艦娘,33518,最上 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55749,15.5cm三連装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55750,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 02:50:05,艦娘,33517,那智 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55748,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,艦娘,33516,満潮 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55747,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,艦娘,33515,深雪 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55746,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,艦娘,33486,瑞鳳 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55697,九九式艦爆,艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55698,九七式艦攻,艦娘の解体(装備解体)
2018-05-22 02:50:05,艦娘,33484,伊勢 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55692,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55693,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55694,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 02:50:05,艦娘,33482,伊勢 (Lv:1),艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55688,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55689,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 02:50:05,装備アイテム,55690,零式水上偵察機,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33557,文月 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55814,<UNKNOWN>,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33556,曙 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55813,12cm単装砲,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33555,加古 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55812,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33554,鳳翔 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55811,九九式艦爆,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33553,由良 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55810,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33552,深雪 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55809,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33551,磯波 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55808,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33550,時雨 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55807,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:28,艦娘,33549,長月 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:28,装備アイテム,55806,12cm単装砲,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33548,青葉 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55804,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55805,7.7mm機銃,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33547,鳥海 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55803,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33546,龍驤 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55801,九六式艦戦,艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55802,九七式艦攻,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33545,由良 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55800,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33544,龍驤 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55798,九六式艦戦,艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55799,九七式艦攻,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33543,村雨 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55797,12.7cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33542,龍驤 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55795,九六式艦戦,艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55796,九七式艦攻,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33541,青葉 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55793,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55794,7.7mm機銃,艦娘の解体(装備解体)
2018-05-22 05:04:38,艦娘,33540,古鷹 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55791,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:38,装備アイテム,55792,7.7mm機銃,艦娘の解体(装備解体)
2018-05-22 05:04:49,艦娘,33536,摩耶 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:49,装備アイテム,55785,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-22 05:04:49,艦娘,33538,神通 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:49,装備アイテム,55788,14cm単装砲,艦娘の解体(装備解体)
2018-05-22 05:04:49,艦娘,33539,龍驤 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:04:49,装備アイテム,55789,九六式艦戦,艦娘の解体(装備解体)
2018-05-22 05:04:49,装備アイテム,55790,九七式艦攻,艦娘の解体(装備解体)
2018-05-22 05:09:31,艦娘,33560,皐月 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:09:31,装備アイテム,55821,12cm単装砲,艦娘の解体(装備解体)
2018-05-22 05:09:31,艦娘,33559,文月 (Lv:1),艦娘の解体(装備解体)
2018-05-22 05:09:31,装備アイテム,55820,12cm単装砲,艦娘の解体(装備解体)
2018-05-22 05:10:41,装備アイテム,55772,12cm単装砲,装備の廃棄
2018-05-22 05:10:41,装備アイテム,55786,12cm単装砲,装備の廃棄
2018-05-22 05:10:41,装備アイテム,55783,12.7cm連装砲,装備の廃棄
2018-05-22 05:10:41,装備アイテム,55773,12.7cm連装砲,装備の廃棄
2018-05-22 05:12:38,装備アイテム,55782,7.7mm機銃,装備の廃棄
2018-05-22 05:12:44,装備アイテム,55701,7.7mm機銃,装備の廃棄
2018-05-22 05:12:44,装備アイテム,55269,7.7mm機銃,装備の廃棄
2018-05-23 08:25:22,装備アイテム,55824,61cm三連装魚雷,装備の廃棄
2018-05-23 08:25:22,装備アイテム,55127,61cm四連装魚雷,装備の廃棄
2018-05-23 08:25:22,装備アイテム,55172,61cm四連装魚雷,装備の廃棄
2018-05-23 08:28:11,艦娘,33572,敷波 (Lv:1),艦娘の解体(装備保管)
2018-05-23 08:28:11,装備アイテム,55838,12.7cm連装砲,艦娘の解体(装備保管)
2018-05-23 08:28:11,艦娘,33573,叢雲 (Lv:1),艦娘の解体(装備保管)
2018-05-23 08:28:11,装備アイテム,55839,12.7cm連装砲,艦娘の解体(装備保管)
2018-05-23 08:29:10,装備アイテム,55823,12.7cm連装砲,装備の廃棄
2018-05-23 08:29:10,装備アイテム,55825,12.7cm連装砲,装備の廃棄
2018-05-23 08:29:10,装備アイテム,55831,12.7cm連装砲,装備の廃棄
2018-05-23 08:29:10,装備アイテム,55835,12.7cm連装砲,装備の廃棄
2018-05-23 08:35:04,艦娘,33569,村雨 (Lv:1),近代化改修
2018-05-23 08:35:04,装備アイテム,55834,12.7cm連装砲,近代化改修
2018-05-23 08:35:04,艦娘,33565,川内 (Lv:1),近代化改修
2018-05-23 08:35:04,装備アイテム,55828,14cm単装砲,近代化改修
2018-05-23 08:35:04,装備アイテム,55829,零式水上偵察機,近代化改修
2018-05-23 08:35:15,艦娘,33561,由良 (Lv:1),近代化改修
2018-05-23 08:35:15,装備アイテム,55822,14cm単装砲,近代化改修
2018-05-23 08:35:15,艦娘,33566,多摩 (Lv:1),近代化改修
2018-05-23 08:35:15,装備アイテム,55830,14cm単装砲,近代化改修
2018-05-23 08:35:43,装備アイテム,55329,12.7mm単装機銃,装備の廃棄
2018-05-23 08:35:43,装備アイテム,55025,25mm連装機銃,装備の廃棄
2018-05-23 08:35:43,装備アイテム,55194,25mm連装機銃,装備の廃棄
2018-05-24 01:14:51,艦娘,33567,秋雲 (Lv:1),近代化改修
2018-05-24 01:14:51,艦娘,33563,長波 (Lv:1),近代化改修
2018-05-24 01:15:49,艦娘,33571,神通 (Lv:1),近代化改修
2018-05-24 01:15:49,装備アイテム,55837,14cm単装砲,近代化改修
2018-05-24 01:15:49,艦娘,33579,長良 (Lv:1),近代化改修
2018-05-24 01:15:49,装備アイテム,55854,14cm単装砲,近代化改修
2018-05-24 01:16:39,艦娘,33585,羽黒 (Lv:1),艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55864,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-24 01:16:39,艦娘,33584,比叡 (Lv:1),艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55861,35.6cm連装砲,艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55862,15.2cm単装砲,艦娘の解体(装備解体)
2018-05-24 01:16:39,艦娘,33583,羽黒 (Lv:1),艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55860,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-24 01:16:39,艦娘,33582,龍驤 (Lv:1),艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55858,九六式艦戦,艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55859,九七式艦攻,艦娘の解体(装備解体)
2018-05-24 01:16:39,艦娘,33581,羽黒 (Lv:1),艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55857,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-24 01:16:39,艦娘,33580,羽黒 (Lv:1),艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55856,20.3cm連装砲,艦娘の解体(装備解体)
2018-05-24 01:16:39,艦娘,33578,千歳 (Lv:1),艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55852,12.7cm連装高角砲,艦娘の解体(装備解体)
2018-05-24 01:16:39,装備アイテム,55853,零式水上偵察機,艦娘の解体(装備解体)
2018-05-24 01:16:39,艦娘,33577,金剛 (Lv:1),艦娘の解体(装備解体)
